ID,Year,Month,KW,Incident_Start,Incident_End,Impact_Assessment,Failure_Type,Failure_Duration,Weighted_Failure_Duration,Responsible,Root_Cause,Business_Impact,Solution,Notes_Ticket,Prio_Ticket,Brands,Channel,Impact_Online,Impact_Offline,Products,Retail_o2_o2S_Marked,Retail_o2_OPS_Marked,Retail_o2_MSD_Marked,Retail_o2_IDS_Marked,Retail_o2_TPI_Marked,Retail_o2_o2S_PO_GA_Loss,Retail_o2_o2S_VVL_GA_Loss,Retail_o2_o2S_FN_GA_Loss,Retail_o2_o2S_PP_GA_Loss,Retail_o2_o2S_Total_GA_Loss,Retail_o2_OPS_PO_GA_Loss,Retail_o2_OPS_VVL_GA_Loss,Retail_o2_OPS_FN_GA_Loss,Retail_o2_OPS_PP_GA_Loss,Retail_o2_OPS_Total_GA_Loss,Retail_o2_MSD_PO_GA_Loss,Retail_o2_MSD_VVL_GA_Loss,Retail_o2_MSD_FN_GA_Loss,Retail_o2_MSD_PP_GA_Loss,Retail_o2_MSD_Total_GA_Loss,Retail_o2_IDS_PO_GA_Loss,Retail_o2_IDS_VVL_GA_Loss,Retail_o2_IDS_FN_GA_Loss,Retail_o2_IDS_PP_GA_Loss,Retail_o2_IDS_Total_GA_Loss,Retail_o2_TPI_PO_GA_Loss,Retail_o2_TPI_VVL_GA_Loss,Retail_o2_TPI_FN_GA_Loss,Retail_o2_TPI_PP_GA_Loss,Retail_o2_TPI_Total_GA_Loss,Retail_o2_o2S_PO_Revenue_Loss,Retail_o2_o2S_VVL_Revenue_Loss,Retail_o2_o2S_myH_Revenue_Loss,Retail_o2_o2S_FN_Revenue_Loss,Retail_o2_o2S_PP_Revenue_Loss,Retail_o2_o2S_Total_Revenue_Loss,Retail_o2_OPS_PO_Revenue_Loss,Retail_o2_OPS_VVL_Revenue_Loss,Retail_o2_OPS_myH_Revenue_Loss,Retail_o2_OPS_FN_Revenue_Loss,Retail_o2_OPS_PP_Revenue_Loss,Retail_o2_OPS_Total_Revenue_Loss,Retail_o2_MSD_PO_Revenue_Loss,Retail_o2_MSD_VVL_Revenue_Loss,Retail_o2_MSD_myH_Revenue_Loss,Retail_o2_MSD_FN_Revenue_Loss,Retail_o2_MSD_PP_Revenue_Loss,Retail_o2_MSD_Total_Revenue_Loss,Retail_o2_IDS_PO_Revenue_Loss,Retail_o2_IDS_VVL_Revenue_Loss,Retail_o2_IDS_myH_Revenue_Loss,Retail_o2_IDS_FN_Revenue_Loss,Retail_o2_IDS_PP_Revenue_Loss,Retail_o2_IDS_Total_Revenue_Loss,Retail_o2_TPI_PO_Revenue_Loss,Retail_o2_TPI_VVL_Revenue_Loss,Retail_o2_TPI_myH_Revenue_Loss,Retail_o2_TPI_FN_Revenue_Loss,Retail_o2_TPI_PP_Revenue_Loss,Retail_o2_TPI_Total_Revenue_Loss,Retail_o2_Total_PO_Percentage,Retail_o2_Total_VVL_Percentage,Retail_o2_Total_FN_Percentage,Retail_o2_Total_PP_Percentage,Retail_o2_Total_PO_GA_Loss,Retail_o2_Total_VVL_GA_Loss,Retail_o2_Total_FN_GA_Loss,Retail_o2_Total_PP_GA_Loss,Retail_o2_Total_GA_Loss,Retail_o2_PO_Revenue_Loss,Retail_o2_VVL_Revenue_Loss,Retail_o2_myH_Revenue_Loss,Retail_o2_FN_Revenue_Loss,Retail_o2_PP_Revenue_Loss,Retail_o2_Total_Revenue_Loss,Online_o2_Marked,Online_blau_Marked,Online_TSI_Marked,Online_SC_Marked,Online_Port_Marked,Online_o2_PO_GA_Loss,Online_o2_VVL_GA_Loss,Online_blau_PO_GA_Loss,Online_blau_VVL_GA_Loss,Online_o2_FN_GA_Loss,Online_o2_PP_GA_Loss,Online_Total_GA_Loss,Online_o2_PO_Revenue_Loss,Online_o2_VVL_Revenue_Loss,Online_blau_PO_Revenue_Loss,Online_blau_VVL_Revenue_Loss,Online_myH_Revenue_Loss,Online_o2_FN_Revenue_Loss,Online_o2_PP_Revenue_Loss,Online_Total_Revenue_Loss,CSS_o2_PO_GA_Loss,CSS_o2_VVL_GA_Loss,CSS_blau_PO_GA_Loss,CSS_blau_VVL_GA_Loss,CSS_o2_FN_GA_Loss,CSS_Total_GA_Loss,CSS_o2_PO_Revenue_Loss,CSS_o2_VVL_Revenue_Loss,CSS_blau_PO_Revenue_Loss,CSS_blau_VVL_Revenue_Loss,CSS_myH_Revenue_Loss,CSS_o2_FN_Revenue_Loss,CSS_Total_Revenue_Loss,Total_o2_PO_GA_Loss,Total_o2_VVL_GA_Loss,Total_blau_PO_GA_Loss,Total_blau_VVL_GA_Loss,Total_FN_GA_Loss,Total_PP_GA_Loss,Total_GA_Loss,Total_o2_PO_Revenue_Loss,Total_o2_VVL_Revenue_Loss,Total_blau_PO_Revenue_Loss,Total_blau_VVL_Revenue_Loss,Total_myH_Revenue_Loss,Total_FN_Revenue_Loss,Total_PP_Revenue_Loss,Total_Revenue_Loss,Incident_Type
432,2022,3,9,3/3/22 9:40,3/3/22 13:05,High,Ausfall,"3,42","3,42",Technology,,"Selfcare Portal, mobileApp Services, MARQUEZ/AGENT-COCKPIT-System, SDF, MyPay were not available. Login and all workflows were impacted eg - invoice view, pack bookings, changes like barring, tariff changes / Selfcare Portal, mobileApp Services, MARQUEZ/AGENT-COCKPIT-System, SDF, MyPay waren nicht verfügbar. Login und alle Arbeitsabläufe waren beeinträchtigt, z.B. Rechnungsansicht, Paketbuchungen, Änderungen wie Sperren, Tarifänderungen. ",Missing Index in Piranha after implementation of SR-173923,IMG3356668,Prio 1,"o2, Blau",,,,"Postpaid 
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,x,x,139 ,252 ,61 ,107 ,75 ,,634 ,74.869 €,121.686 €,32.856 €,51.668 €,€62.676 ,46.269 €,0 €,390.025 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,139,252,61,107,75,0,634,74.869 €,121.686 €,32.856 €,51.668 €,€62.676 ,46.269 €,0 €,390.025 €,2. High
433,2022,3,9,3/3/22 19:30,3/3/22 22:00,High,Ausfall,"2,50","2,50",Technology,,"Selfcare Portal, mobileApp Services were not available. Login and all workflows were impacted eg - invoice view, pack bookings, changes like barring, tariff changes",MCE Overlaod situation due PPIT MI,IMG3356619,Prio 1,"o2, Blau",,,,"Postpaid 
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,x,x,99 ,186 ,45 ,78 ,35 ,,443 ,53.324 €,89.816 €,24.238 €,37.665 €,€45.746 ,21.592 €,0 €,272.381 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,99,186,45,78,35,0,443,53.324 €,89.816 €,24.238 €,37.665 €,€45.746 ,21.592 €,0 €,272.381 €,2. High
434,2022,3,9,3/4/22 9:00,3/4/22 19:22,Medium,Einschränkung,"10,37","1,04",Technology,,"Wincash: Kein Zugriff auf Möglich. Keine HW Verkäufe, kein myHandy, keine Rechnungseinzahlung",Security Zertifikat im Anmeldediesnt abgelaufen,,Prio 1,"o2, Blau",,,,Postpaid,,x,,,,0,0,0,0,0,40,0,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€21.492 ,€0 ,€4.474 ,€0 ,€3.067 ,€29.033 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,30%,,,80%,40 ,0 ,0 ,25 ,65 ,€21.492 ,€0 ,€4.474 ,€0 ,€3.067 ,€29.033 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,40,0,0,0,0,25,65,21.492 €,0 €,0 €,0 €,€4.474 ,0 €,3.067 €,29.033 €,3. Medium
437,2022,3,10,3/8/22 10:41,3/8/22 17:55,Medium,Einschränkung,"7,22","0,72",Technology,,Wincash: Start Wincash für einen Teil von Partner Shops nicht möglich. 1 von 22 Servern im einem Fehlerstatus. Ca 20-30 Shops betroffen,Applikationsverzeichnis bei 1 von 22 Servern nicht mehr genügend freier Speicher,MG000003361311,Prio 2,"o2, Blau",,,,"Postpaid
Prepaid",,x,,,,0,0,0,0,0,23,0,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€12.619 ,€0 ,€2.627 ,€0 ,€2.639 ,€17.885 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,30%,,,80%,23 ,0 ,0 ,22 ,45 ,€12.619 ,€0 ,€2.627 ,€0 ,€2.639 ,€17.885 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,23,0,0,0,0,22,45,12.619 €,0 €,0 €,0 €,€2.627 ,0 €,2.639 €,17.885 €,3. Medium
439,2022,3,10,3/11/22 14:00,3/11/22 19:30,Medium,Einschränkung,,,,,iPhone SE 128 GB not available in Online Shop.,Wrong price configuration and the sync between Lapi and Salcus was not working correctly. The worng and the correct price was double in Salcus.,IMG000003365057,Prio 2,"O2, Blau",,,,"Postpaid
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,x,x,0 ,0 ,0 ,0 ,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0,0,0,0,0,0,0,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,4. UX / CEX
441,2022,3,10,3/9/22 14:00,3/9/22 17:30,Medium,Einschränkung,,,,,"Online-Orders werden vorgehalten und nicht zu Salcus übertragen
Orders werden seit ca. 14:00 Uhr nicht mehr ans Backend (MCE/Salcus) übertragen. Betrifft den Online Shop, CCI als auch EDEL.  Anzahl der Orders ca. 2000 (Zeitraum 14 - 16.30 Uhr)
",Performance Issue im Backend,"	IMG000003362946 ",Prio 2,"O2, Blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,x,x,0 ,,0 ,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0,0,0,0,0,0,0,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,4. UX / CEX
442,2022,3,10,3/8/22 10:11,3/8/22 11:06,Low,Einschränkung,,,,,"CCI Störung – Anmeldung schlägt fehl: Fehlerbild:
beim Aufrufen der seite kommt die Meldung: "" Seite kann leider nicht gefunden werden""",The issue was due to stop deployments.,IMG3361235 ,Prio 2,"O2, Blau",,,,"Postpaid
Fixnet
",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,,,25 ,,10 ,,,,35 ,13.466 €,0 €,5.386 €,0 €,€3.924 ,0 €,0 €,22.776 €,50 ,0 ,5 ,0 ,5 ,60 ,26.931 €,0 €,2.693 €,0 €,€6.167 ,3.085 €,38.876 €,75,0,15,0,5,0,95,40.397 €,0 €,8.079 €,0 €,€10.091 ,3.085 €,0 €,61.652 €,3. Medium
443,2022,3,10,3/8/22 10:53,3/8/22 15:58,Medium,Einschränkung,,,,,"Instabilities with Citrix within partners Teleperformance, Concentrix and Comdata: Citrix connection interrupted, Citrix freezes, Agents are logged out automatically.",Network Problems - Detailed root cause still under investigation.,IMG3361494,Prio 2,"O2, Blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,,x,,,20 ,10 ,,,,,30 ,10.772 €,4.829 €,0 €,0 €,€3.364 ,0 €,0 €,18.965 €,50 ,10 ,5 ,10 ,5 ,80 ,26.931 €,4.829 €,2.693 €,4.829 €,€8.409 ,3.085 €,50.776 €,70,20,5,10,5,0,110,37.704 €,9.658 €,2.693 €,4.829 €,€11.773 ,3.085 €,0 €,69.741 €,3. Medium
444,2022,3,10,3/9/22 13:33,3/9/22 15:10,Medium,Ausfall,,,,,Agent Desktop / WDE impairment: Phones lost registration to T3C server. All outsourcing partner of customer service are impacted. Agents logged out from Agent Desktop / WDE. ,Root cause still under investigation. Network problem assumed.,IMG3362752,Prio 1,"O2, Blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,,,20 ,10 ,10 ,,,,40 ,10.772 €,4.829 €,5.386 €,0 €,€4.485 ,0 €,0 €,25.472 €,40 ,65 ,10 ,10 ,7 ,132 ,21.545 €,31.387 €,5.386 €,4.829 €,€14.015 ,4.318 €,81.481 €,60,75,20,10,7,0,172,32.317 €,36.216 €,10.772 €,4.829 €,€18.500 ,4.318 €,0 €,106.953 €,2. High
445,2022,3,10,3/9/22 14:00,3/9/22 16:03,Medium,Einschränkung,,,,,Citrix Problems: Citrix freezes and is working very slow.,Users had to be routed to other server.,IMG3362749,Prio 2,"O2, Blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0,0,0,0,0,0,0,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,4. UX / CEX
446,2022,3,10,3/10/22 10:46,3/10/22 11:17,Low,Einschränkung,,,,,"Problems with CCI: The system cannot perform an availability check for the Homespot. Error message: Sorry, the availability check is not possible at the moment.",This issue is due to deployments at that time.,IMG3363567,Prio 2,O2,,,,Postpaid,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,10 ,0 ,0 ,0 ,0 ,10 ,5.386 €,0 €,0 €,0 €,€1.121 ,0 €,6.507 €,10,0,0,0,0,0,10,5.386 €,0 €,0 €,0 €,€1.121 ,0 €,0 €,6.507 €,3. Medium
447,2022,3,10,3/7/22 0:00,3/13/22 0:00,,,,,,,Eingabe von EVOS Codes nicht möglich,Rabattierung nicht möglich -> Kunde hat den Vertrag nicht abgeschlossen,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,x,x,x,x,75 ,,50 ,,,,125 ,40.397 €,0 €,26.931 €,0 €,€14.015 ,0 €,0 €,81.343 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,75,0,50,0,0,0,125,40.397 €,0 €,26.931 €,0 €,€14.015 ,0 €,0 €,81.343 €,3. Medium
448,2022,3,11,3/15/22 12:45,3/18/22 20:00,Medium,Einschränkung,,,,,Es fehlen MyHandy Preise im Backend. Somit werden veraltete Preise im Online Shop sowie in den Bestellsystemen ausgespielt.,Delay in job processing,IMG000003368582,Prio 2,"o2, Blau",,,,MyHandy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0,0,0,0,0,0,0,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,4. UX / CEX
449,2022,3,11,3/14/22 11:50,3/14/22 12:05,Medium,Einschränkung,,,,,There were Citrix performance problems reported by the Call Center Agents in various sites internal & external. 330+ users were affected due to performance issue or unable to login to Citrix. 1/3 aller Agenten war betroffen,Issue was self healed without any technical intervention. Root cause still under investigation.,IMG3367209,Prio 1,"o2, Blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,35 ,65 ,5 ,5 ,3 ,113 ,18.852 €,31.387 €,2.693 €,2.414 €,€12.333 ,1.851 €,69.531 €,35,65,5,5,3,0,113,18.852 €,31.387 €,2.693 €,2.414 €,€12.333 ,1.851 €,0 €,69.531 €,3. Medium
450,2022,3,11,3/16/22 15:40,3/16/22 16:10,Low,Ausfall,,,,,Hotline Routing (o2 Care / OCF) Outage,Short-term outage. Issue was self-healed.,IMG3370302,Prio 2,o2,,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,20 ,50 ,0 ,0 ,3 ,73 ,10.772 €,24.144 €,0 €,0 €,€7.849 ,1.851 €,44.616 €,20,50,0,0,3,0,73,10.772 €,24.144 €,0 €,0 €,€7.849 ,1.851 €,0 €,44.616 €,3. Medium
451,2022,3,11,3/14/22 0:00,3/20/22 0:00,,,,,,,Eingabe von EVOS Codes nicht möglich seit 1.3. (nur o2),Rabattierung nicht möglich -> Kunde hat den Vertrag nicht abgeschlossen (Family&Friends),IMG3374409,Prio 2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,,x,,x,425 ,,,,,,425 ,228.916 €,0 €,0 €,0 €,€47.652 ,0 €,0 €,276.568 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,425,0,0,0,0,0,425,228.916 €,0 €,0 €,0 €,€47.652 ,0 €,0 €,276.568 €,2. High
452,2022,3,12,3/21/22 10:00,3/27/22 0:00,,,,,B2C,,Eingabe von EVOS Codes nicht möglich seit 1.3. (nur o2 -> Schätzung 700 für März.22,Rabattierung nicht möglich -> Kunde hat den Vertrag nicht abgeschlossen (Family&Friends),,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,x,,x,,x,700 ,,,,,,700 ,377.037 €,0 €,0 €,0 €,€78.486 ,0 €,0 €,455.523 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,700,0,0,0,0,0,700,377.037 €,0 €,0 €,0 €,€78.486 ,0 €,0 €,455.523 €,2. High
454,2022,3,12,3/21/22 16:15,3/22/22 17:41,Low,Einschränkung,"11,43","1,91",B2C,,ePOS: EVN kann bei bestimmten Bestandskunden nicht aufgerufen werden,Umstellung der Dateibezeichnung von .pdf auf .PDF beim Business Partner für die Rechnungserstellung ,IMG000003376145,Prio 2,"o2, blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,,,,,,0 ,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0,0,0,0,0,0,0,0 €,0 €,0 €,0 €,€0 ,0 €,0 €,0 €,4. UX / CEX
455,2022,3,12,3/21/22 8:45,3/21/22 9:20,Low,Einschränkung,"0,58","0,10",ST,,"Salcus Überlast. Performance Einschränkungen 
ePOS: Bestandkundensuche, VVL, Neukundenerfassung  eingeschränkt. Verzögerungen bei der Auftragsverarbeitung
","Überlast druch Systemprozesse der Systemüberwachung via Splunk.
Nach Deaktivierung der Prozesse Systemperfromance wieder normal",IMG000003373745,Prio 1,"o2, blau",,,,"Postpaid
Fixnet
VVL",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,0 ,0 ,0 ,0 ,0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,x,,,20 ,10 ,5 ,3 ,3 ,,41 ,10.772 €,4.829 €,2.693 €,1.449 €,€4.261 ,1.851 €,0 €,25.854 €,89 ,181 ,12 ,14 ,10 ,306 ,47.938 €,87.401 €,6.463 €,6.760 €,€33.188 ,6.169 €,187.920 €,109,191,17,17,13,0,347,58.710 €,92.230 €,9.157 €,8.209 €,€37.449 ,8.020 €,0 €,213.775 €,2. High
